"Idp","Vel:0","Vel:1","Vel:2","Rhop","Points:0","Points:1","Points:2"
2927,0,0,0,1000.3,2.1,0,0.42
2928,0,0,0,1000.2,2.1,0,0.44
2929,0,0,0,1000.1,2.1,0,0.46
2930,0,0,0,1000,2.1,0,0.48
2931,0,0,0,1002.5,2.12,0,0.02
2932,0,0,0,1002.4,2.12,0,0.04
2933,0,0,0,1002.3,2.12,0,0.06
2934,0,0,0,1002.2,2.12,0,0.08
2935,0,0,0,1002.1,2.12,0,0.1
2936,0,0,0,1001.9,2.12,0,0.12
2937,0,0,0,1001.8,2.12,0,0.14
2938,0,0,0,1001.7,2.12,0,0.16
2939,0,0,0,1001.6,2.12,0,0.18
2940,0,0,0,1001.5,2.12,0,0.2
2941,0,0,0,1001.4,2.12,0,0.22
2942,0,0,0,1001.3,2.12,0,0.24
2943,0,0,0,1001.2,2.12,0,0.26
2944,0,0,0,1001.1,2.12,0,0.28
2945,0,0,0,1001,2.12,0,0.3
2946,0,0,0,1000.9,2.12,0,0.32
2947,0,0,0,1000.8,2.12,0,0.34
2948,0,0,0,1000.7,2.12,0,0.36
2949,0,0,0,1000.5,2.12,0,0.38
2950,0,0,0,1000.4,2.12,0,0.4
2951,0,0,0,1000.3,2.12,0,0.42
2952,0,0,0,1000.2,2.12,0,0.44
2953,0,0,0,1000.1,2.12,0,0.46
2954,0,0,0,1000,2.12,0,0.48
2955,0,0,0,1002.5,2.14,0,0.02
2956,0,0,0,1002.4,2.14,0,0.04
2957,0,0,0,1002.3,2.14,0,0.06
2958,0,0,0,1002.2,2.14,0,0.08
2959,0,0,0,1002.1,2.14,0,0.1
2960,0,0,0,1001.9,2.14,0,0.12
2961,0,0,0,1001.8,2.14,0,0.14
2962,0,0,0,1001.7,2.14,0,0.16
2963,0,0,0,1001.6,2.14,0,0.18
2964,0,0,0,1001.5,2.14,0,0.2
2965,0,0,0,1001.4,2.14,0,0.22
2966,0,0,0,1001.3,2.14,0,0.24
2967,0,0,0,1001.2,2.14,0,0.26
2968,0,0,0,1001.1,2.14,0,0.28
2969,0,0,0,1001,2.14,0,0.3
2970,0,0,0,1000.9,2.14,0,0.32
2971,0,0,0,1000.8,2.14,0,0.34
2972,0,0,0,1000.7,2.14,0,0.36
2973,0,0,0,1000.5,2.14,0,0.38
2974,0,0,0,1000.4,2.14,0,0.4
2975,0,0,0,1000.3,2.14,0,0.42
2976,0,0,0,1000.2,2.14,0,0.44
2977,0,0,0,1000.1,2.14,0,0.46
2978,0,0,0,1000,2.14,0,0.48
2979,0,0,0,1002.5,2.16,0,0.02
2980,0,0,0,1002.4,2.16,0,0.04
2981,0,0,0,1002.3,2.16,0,0.06
2982,0,0,0,1002.2,2.16,0,0.08
2983,0,0,0,1002.1,2.16,0,0.1
2984,0,0,0,1001.9,2.16,0,0.12
2985,0,0,0,1001.8,2.16,0,0.14
2986,0,0,0,1001.7,2.16,0,0.16
2987,0,0,0,1001.6,2.16,0,0.18
2988,0,0,0,1001.5,2.16,0,0.2
2989,0,0,0,1001.4,2.16,0,0.22
2990,0,0,0,1001.3,2.16,0,0.24
2991,0,0,0,1001.2,2.16,0,0.26
2992,0,0,0,1001.1,2.16,0,0.28
2993,0,0,0,1001,2.16,0,0.3
2994,0,0,0,1000.9,2.16,0,0.32
2995,0,0,0,1000.8,2.16,0,0.34
2996,0,0,0,1000.7,2.16,0,0.36
2997,0,0,0,1000.5,2.16,0,0.38
2998,0,0,0,1000.4,2.16,0,0.4
2999,0,0,0,1000.3,2.16,0,0.42
3000,0,0,0,1000.2,2.16,0,0.44
3001,0,0,0,1000.1,2.16,0,0.46
3002,0,0,0,1000,2.16,0,0.48
3003,0,0,0,1002.5,2.18,0,0.02
3004,0,0,0,1002.4,2.18,0,0.04
3005,0,0,0,1002.3,2.18,0,0.06
3006,0,0,0,1002.2,2.18,0,0.08
3007,0,0,0,1002.1,2.18,0,0.1
3008,0,0,0,1001.9,2.18,0,0.12
3009,0,0,0,1001.8,2.18,0,0.14
3010,0,0,0,1001.7,2.18,0,0.16
3011,0,0,0,1001.6,2.18,0,0.18
3012,0,0,0,1001.5,2.18,0,0.2
3013,0,0,0,1001.4,2.18,0,0.22
3014,0,0,0,1001.3,2.18,0,0.24
3015,0,0,0,1001.2,2.18,0,0.26
3016,0,0,0,1001.1,2.18,0,0.28
3017,0,0,0,1001,2.18,0,0.3
3018,0,0,0,1000.9,2.18,0,0.32
3019,0,0,0,1000.8,2.18,0,0.34
3020,0,0,0,1000.7,2.18,0,0.36
3021,0,0,0,1000.5,2.18,0,0.38
3022,0,0,0,1000.4,2.18,0,0.4
3023,0,0,0,1000.3,2.18,0,0.42
3024,0,0,0,1000.2,2.18,0,0.44
3025,0,0,0,1000.1,2.18,0,0.46
3026,0,0,0,1000,2.18,0,0.48
